Provider.ID,Hospital.name,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PAYM_90_HIP_KNEE,HAI.2.Measure.Score,Combined.SSI.Measure.Score,HAI.3.Measure.Score,HAI.4.Achievement.Threshold,HAI.4.Benchmark,HAI.4.Baseline.Rate,HAI.4.Performance.Rate,HAI.5.Improvement.Points,HAI.5.Measure.Score,ED_1b,ED_2b,EDV,OP_22,OP_29,OP_30,lat,adress_search,geoAddress,ZIP.Code
150150,DUPONT HOSPITAL LLC,Not Available,"$14,748","$17,197","$19,674",Not Available,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,232,88,"Low (0 - 19,999 patients annually)",0,100,100,41.1752679,"DUPONT HOSPITAL LLC, 2520 E DUPONT RD, FORT WAYNE, IN","2520 e dupont rd, fort wayne, in 46825, usa",46825
150153,ST VINCENT HEART CENTER OF INDIANA LLC,"$21,378","$15,839",Not Available,Not Available,8 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,281,164,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,39.9393219,"ST VINCENT HEART CENTER OF INDIANA LLC, 10580 N MERIDIAN ST, INDIANAPOLIS, IN","10580 n meridian st, indianapolis, in 46290, usa",46290
150157,ST VINCENT CARMEL HOSPITAL INC,Not Available,"$18,228","$17,927","$22,443",Not Available,6 out of 10,6 out of 10,0.71,0,1.524,0.683,Not Available,Not Available,258,74,"Low (0 - 19,999 patients annually)",1,86,74,39.9823872,"ST VINCENT CARMEL HOSPITAL INC, 13500 N MERIDIAN ST, CARMEL, IN","13500 n meridian st, carmel, in 46032, usa",46032
150158,IU HEALTH WEST HOSPITAL,"$23,534","$15,932","$16,682","$25,185",Not Available,0 out of 10,0 out of 10,0.71,0,0,Not Available,0 out of 9,0 out of 10,374,150,"High (40,000 - 59,999 patients annually)",5,100,Not Available,39.7820219,"IU HEALTH WEST HOSPITAL, 1111 N RONALD REAGAN PKWY, AVON, IN","1111 ronald reagan pkwy, avon, in 46123, usa",46123
150160,ORTHOINDY HOSPITAL,Not Available,Not Available,Not Available,"$20,291",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39.9079411,"ORTHOINDY HOSPITAL, 8400 NORTHWEST BLVD, INDIANAPOLIS, IN","8450 northwest blvd, indianapolis, in 46278, usa",46278
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,"$25,132","$15,683","$16,947","$23,027",Not Available,2 out of 10,0 out of 10,0.71,0,1.466,0.639,0 out of 9,0 out of 10,292,134,"Medium (20,000 - 39,999 patients annually)",1,98,97,39.9588353,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL, 11700 N MERIDIAN ST, CARMEL, IN","11700 n meridian st, carmel, in 46032, usa",46032
150162,FRANCISCAN HEALTH INDIANAPOLIS,"$24,126","$16,311","$17,952","$23,078",6 out of 10,6 out of 10,5 out of 10,0.71,0,0.746,0,0 out of 9,0 out of 10,340,166,"Very High (60,000+ patients annually)",0,100,98,39.6490495,"FRANCISCAN HEALTH INDIANAPOLIS, 8111 S EMERSON AVE, INDIANAPOLIS, IN","8111 s emerson ave, indianapolis, in 46237, usa",46237
150165,FRANCISCAN HEALTH MUNSTER,Not Available,"$16,065","$13,306","$24,741",10 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,208,64,"Low (0 - 19,999 patients annually)",0,96,Not Available,41.5379898,"FRANCISCAN HEALTH MUNSTER, 701 SUPERIOR AVE, MUNSTER, IN","701 superior drive, munster, in 46321, usa",46321
150166,PINNACLE HOSPITAL,Not Available,"$15,768","$16,969","$24,603",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.4480971,"PINNACLE HOSPITAL, 9301 CONNECTICUT DR, CROWN POINT, IN","9301 connecticut dr, crown point, in 46307, usa",46307
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,Not Available,Not Available,Not Available,"$21,738",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.1889522,"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC, 11130 PARKVIEW CIRCLE DR, FORT WAYNE, IN","11130 parkview circle, entrance 7, fort wayne, in 46845, united states",46845
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,Not Available,Not Available,Not Available,"$19,426",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.0399561,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR, 7952 W JEFFERSON BLVD, FORT WAYNE, IN","7952 w jefferson blvd, fort wayne, in 46804, usa",46804
150169,COMMUNITY HOSPITAL NORTH,"$22,865","$16,972","$18,042","$23,531",4 out of 10,1 out of 10,0 out of 10,0.71,0,1.871,0,0 out of 9,0 out of 10,263,138,"Very High (60,000+ patients annually)",1,100,100,39.9019153,"COMMUNITY HOSPITAL NORTH, 7150 CLEARVISTA DR, INDIANAPOLIS, IN","7150 clearvista pkwy, indianapolis, in 46256, usa",46256
150172,PHYSICIANS' MEDICAL CENTER LLC,Not Available,Not Available,Not Available,"$20,340",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,89,82,38.3399339,"PHYSICIANS' MEDICAL CENTER LLC, 4023 REAS LN, NEW ALBANY, IN","4023 reas lane, new albany, in 47150, usa",47150
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,"$22,609","$16,673","$16,948","$26,117",7 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,1 out of 9,7 out of 10,256,130,"High (40,000 - 59,999 patients annually)",2,99,100,40.4006441,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL, 5165 MCCARTY LN, LAFAYETTE, IN","5165 mccarty ln, lafayette, in 47905, usa",47905
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,"$23,173","$17,403",Not Available,Not Available,0 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.975285,"THE HEART HOSPITAL AT DEACONESS GATEWAY LLC, 4007 GATEWAY BLVD, NEWBURGH, IN","4007 gateway blvd, newburgh, in 47630, usa",47630
150176,KENTUCKIANA MEDICAL CENTER LLC,"$27,219","$19,174","$20,344",Not Available,2 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,204,51,"Low (0 - 19,999 patients annually)",2,Not Available,Not Available,38.3331853,"KENTUCKIANA MEDICAL CENTER LLC, 4601 MEDICAL PLAZA WAY, CLARKSVILLE, IN","4601 medical plaza way, clarksville, in 47129, usa",47129
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,Not Available,Not Available,Not Available,"$35,045",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,96,17,41.7012773,"UNITY MEDICAL AND SURGICAL HOSPITAL, 4455 EDISON LAKES PKWY, MISHAWAKA, IN","4455 edison lakes pkwy # 100, mishawaka, in 46545, usa",46545
150179,FAIRBANKS,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39.9024431,"FAIRBANKS, 8102 CLEARVISTA PARKWAY, INDIANAPOLIS, IN","8102 clearvista pkwy, indianapolis, in 46256, usa",46256
150181,ST VINCENT FISHERS HOSPITAL INC,Not Available,"$15,602","$17,712",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,227,56,"Low (0 - 19,999 patients annually)",1,93,48,39.9896817,"ST VINCENT FISHERS HOSPITAL INC, 13861 OLIO ROAD, FISHERS, IN","13861 olio rd, fishers, in 46037, usa",46037
150182,FRANCISCAN HEALTH CARMEL,Not Available,Not Available,Not Available,"$19,435",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,98,100,39.9679498,"FRANCISCAN HEALTH CARMEL, 12188 B NORTH MERIDIAN STREET, CARMEL, IN","12188b n meridian st, carmel, in 46032, usa",46032
150183,MONROE HOSPITAL,Not Available,Not Available,"$16,111",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,65,"Low (0 - 19,999 patients annually)",2,52,55,39.120694,"MONROE HOSPITAL, 4011 S MONROE MEDICAL PARK BLVD, BLOOMINGTON, IN","4011 s monroe medical park blvd, bloomington, in 47403, usa",47403
151300,COMMUNITY HOSPITAL OF BREMEN INC,Not Available,"$14,895","$18,538",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.4565013,"COMMUNITY HOSPITAL OF BREMEN INC, 1020 HIGH RD, BREMEN, IN","1020 high rd, bremen, in 46506, usa",46506
151301,ST VINCENT RANDOLPH HOSPITAL INC,Not Available,"$16,661","$13,336",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,75,"Low (0 - 19,999 patients annually)",2,61,78,40.1689365,"ST VINCENT RANDOLPH HOSPITAL INC, 473 E GREENVILLE AVE, WINCHESTER, IN","473 e greenville ave, winchester, in 47394, usa",47394
151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,Not Available,"$18,320","$21,551",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,64,"Low (0 - 19,999 patients annually)",3,56,Not Available,40.4680552,"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL, 410 PILGRIM BLVD, HARTFORD CITY, IN","410 pilgrim blvd, hartford city, in 47348, usa",47348
151303,ST VINCENT JENNINGS HOSPITAL INC,Not Available,Not Available,"$18,971",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,68,Not Available,Not Available,Not Available,Not Available,39.009647,"ST VINCENT JENNINGS HOSPITAL INC, 301 HENRY ST, NORTH VERNON, IN","301 henry st, north vernon, in 47265, usa",47265
151304,RUSH MEMORIAL HOSPITAL,Not Available,"$15,077","$16,835",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,60,"Low (0 - 19,999 patients annually)",2,6,Not Available,39.6221768,"RUSH MEMORIAL HOSPITAL, 1300 N MAIN ST, RUSHVILLE, IN","1300 n main st, rushville, in 46173, usa",46173
151305,PULASKI MEMORIAL HOSPITAL,Not Available,"$15,537","$16,304",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,65,"Low (0 - 19,999 patients annually)",0,42,88,41.0564612,"PULASKI MEMORIAL HOSPITAL, 616 E 13TH ST, WINAMAC, IN","616 e 13th st, winamac, in 46996, usa",46996
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,Not Available,Not Available,"$16,801",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,38,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,38.5683773,"INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL, 642 W HOSPITAL RD, PAOLI, IN","642 w hospital rd, paoli, in 47454, usa",47454
151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,Not Available,"$15,194","$15,937",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,74,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,40.290492,"ST VINCENT WILLIAMSPORT HOSPITAL INC, 412 N MONROE ST, WILLIAMSPORT, IN","412 n monroe st, williamsport, in 47993, usa",47993
151308,ST VINCENT MERCY HOSPITAL,Not Available,"$16,039","$17,083",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,48,Not Available,Not Available,Not Available,Not Available,40.2755,"ST VINCENT MERCY HOSPITAL, 1331 S A ST, ELWOOD, IN","1331 s a st, elwood, in 46036, usa",46036
151309,ST VINCENT CLAY HOSPITAL INC,Not Available,"$17,639","$18,583",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,71,"Low (0 - 19,999 patients annually)",2,Not Available,Not Available,39.528443,"ST VINCENT CLAY HOSPITAL INC, 1206 E NATIONAL AVE, BRAZIL, IN","1206 e national ave, brazil, in 47834, usa",47834
151310,"PARKVIEW WABASH HOSPITAL, INC",Not Available,"$17,078","$18,041","$23,280",NA,NA,NA,NA,NA,NA,NA,NA,NA,222,105,"Low (0 - 19,999 patients annually)",2,96,94,40.8069882,"PARKVIEW WABASH HOSPITAL, INC, 710 N EAST ST, WABASH, IN","710 n e st, wabash, in 46992, usa",46992
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,Not Available,"$18,081","$17,740","$23,442",NA,NA,NA,NA,NA,NA,NA,NA,NA,202,72,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,40.2721158,"INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC, 1000 S MAIN ST, TIPTON, IN","1000 s main st, tipton, in 46072, usa",46072
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,Not Available,"$13,470","$15,592",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,59,Not Available,Not Available,Not Available,Not Available,40.7343577,"INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL, 720 SOUTH SIXTH ST, MONTICELLO, IN","720 s 6th st, monticello, in 47960, usa",47960
151313,WOODLAWN HOSPITAL,Not Available,"$15,005","$14,238","$22,288",NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.0638498,"WOODLAWN HOSPITAL, 1400 E 9TH ST, ROCHESTER, IN","1400 e 9th st, rochester, in 46975, usa",46975
151314,ST VINCENT SALEM HOSPITAL INC,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,46,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,38.6133612,"ST VINCENT SALEM HOSPITAL INC, 911 N SHELBY ST, SALEM, IN","911 n shelby st, salem, in 47167, usa",47167
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,Not Available,"$14,671","$16,771","$28,497",NA,NA,NA,NA,NA,NA,NA,NA,NA,212,62,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,41.6338331,"CAMERON MEMORIAL COMMUNITY HOSPITAL INC, 416 E MAUMEE ST, ANGOLA, IN","416 e maumee st, angola, in 46703, usa",46703
151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,Not Available,"$16,552","$16,751",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,50,Not Available,Not Available,Not Available,Not Available,40.2696151,"INDIANA UNIVERSITY HEALTH FRANKFORT INC, 1300 S JACKSON ST, FRANKFORT, IN","1300 s jackson st, frankfort, in 46041, usa",46041
151317,GREENE COUNTY GENERAL HOSPITAL,Not Available,"$16,268","$15,429",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39.04092,"GREENE COUNTY GENERAL HOSPITAL, 1185 N 1000 W, LINTON, IN","1185 county rd 1000 w, linton, in 47441, usa",47441
151318,DUKES MEMORIAL HOSPITAL,Not Available,"$16,294","$16,079","$28,078",NA,NA,NA,NA,NA,NA,NA,NA,NA,216,48,"Low (0 - 19,999 patients annually)",3,94,100,40.7563861,"DUKES MEMORIAL HOSPITAL, 275 W 12TH ST, PERU, IN","275 w 12th st, peru, in 46970, usa",46970
151319,GIBSON GENERAL HOSPITAL,Not Available,"$15,535","$17,894",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,50,Not Available,Not Available,Not Available,Not Available,38.3607399,"GIBSON GENERAL HOSPITAL, 1808 SHERMAN DR, PRINCETON, IN","1808 sherman dr, princeton, in 47670, usa",47670
151320,JAY COUNTY HOSPITAL,Not Available,Not Available,"$17,271",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,55,"Low (0 - 19,999 patients annually)",2,77,86,40.4412794,"JAY COUNTY HOSPITAL, 500 W VOTAW ST, PORTLAND, IN","500 w votaw st, portland, in 47371, usa",47371
151322,PERRY COUNTY MEMORIAL HOSPITAL,Not Available,"$17,903","$15,880",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.9685124,"PERRY COUNTY MEMORIAL HOSPITAL, 8885 SR 237, TELL CITY, IN","8885 in-237, tell city, in 47586, usa",47586
151323,PARKVIEW LAGRANGE HOSPITAL,Not Available,"$15,038","$14,364",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,109,"Low (0 - 19,999 patients annually)",0,83,100,41.6457682,"PARKVIEW LAGRANGE HOSPITAL, 207 N TOWNLINE RD, LAGRANGE, IN","207 n 00ew, lagrange, in 46761, usa",46761
151324,"FRANCISCAN HEALTH RENSSELAER, INC",Not Available,"$15,925","$16,041","$22,948",NA,NA,NA,NA,NA,NA,NA,NA,NA,225,65,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,40.9345119,"FRANCISCAN HEALTH RENSSELAER, INC, 1104 E GRACE ST, RENSSELAER, IN","1104 e grace st, rensselaer, in 47978, usa",47978
151325,ST VINCENT WARRICK,Not Available,Not Available,"$14,745",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,50,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,38.0419055,"ST VINCENT WARRICK, 1116 MILLIS AVE, BOONVILLE, IN","1116 millis ave, boonville, in 47601, usa",47601
151326,UNION HOSPITAL CLINTON,Not Available,"$16,401","$17,494",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,76,"Low (0 - 19,999 patients annually)",0,57,60,39.6528965,"UNION HOSPITAL CLINTON, 801 S MAIN ST, CLINTON, IN","801 s main st, clinton, in 47842, usa",47842
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,Not Available,"$17,692","$16,588",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39.1255825,"SULLIVAN COUNTY COMMUNITY HOSPITAL, 2200 N SECTION ST, SULLIVAN, IN","2200 n section st, sullivan, in 47882, usa",47882
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,Not Available,"$15,885","$16,922",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,61,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,38.859898,"INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL, 2900 W 16TH ST, BEDFORD, IN","2900 16th st, bedford, in 47421, usa",47421
151329,MARGARET MARY HEALTH,Not Available,"$16,172","$17,191","$24,375",NA,NA,NA,NA,NA,NA,NA,NA,NA,178,42,"Low (0 - 19,999 patients annually)",0,65,91,39.30518,"MARGARET MARY HEALTH, 321 MITCHELL AVE, BATESVILLE, IN","321 mitchell ave, batesville, in 47006, usa",47006
151330,ADAMS MEMORIAL HOSPITAL,Not Available,"$15,883","$16,382","$20,088",NA,NA,NA,NA,NA,NA,NA,NA,NA,200,50,Not Available,Not Available,Not Available,Not Available,40.8163638,"ADAMS MEMORIAL HOSPITAL, 1100 MERCER AVE, DECATUR, IN","1100 mercer ave, decatur, in 46733, usa",46733
151331,HARRISON COUNTY HOSPITAL,"$23,205","$14,989","$16,990",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,64,"Medium (20,000 - 39,999 patients annually)",1,Not Available,Not Available,38.2377957,"HARRISON COUNTY HOSPITAL, 1141 HOSPITAL DR NW, CORYDON, IN","1141 hospital dr n w, corydon, in 47112, usa",47112
151332,DECATUR COUNTY MEMORIAL HOSPITAL,Not Available,"$16,808","$15,575","$25,427",NA,NA,NA,NA,NA,NA,NA,NA,NA,238,62,"Low (0 - 19,999 patients annually)",1,87,100,39.3439825,"DECATUR COUNTY MEMORIAL HOSPITAL, 720 N LINCOLN ST, GREENSBURG, IN","720 n lincoln st, greensburg, in 47240, usa",47240
151333,PUTNAM COUNTY HOSPITAL,Not Available,"$17,287","$18,136",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,"Low (0 - 19,999 patients annually)",1,Not Available,Not Available,39.6212463,"PUTNAM COUNTY HOSPITAL, 1542 S BLOOMINGTON ST, GREENCASTLE, IN","1542 s bloomington st, greencastle, in 46135, usa",46135
151334,SCOTT MEMORIAL HOSPITAL,Not Available,"$16,809","$16,869",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,75,"Low (0 - 19,999 patients annually)",1,50,57,38.704628,"SCOTT MEMORIAL HOSPITAL, 1451 N GARDNER ST, SCOTTSBURG, IN","1451 n gardner st, scottsburg, in 47170, usa",47170
151335,ST VINCENT DUNN HOSPITAL INC,Not Available,"$15,496","$15,272","$27,892",NA,NA,NA,NA,NA,NA,NA,NA,NA,238,84,"Low (0 - 19,999 patients annually)",1,79,61,38.853311,"ST VINCENT DUNN HOSPITAL INC, 1600 23RD ST, BEDFORD, IN","1600 23rd st, bedford, in 47421, usa",47421
160001,UNITYPOINT HEALTH-MARSHALLTOWN,"$23,626","$16,608","$16,992","$19,495",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,245,75,"Low (0 - 19,999 patients annually)",4,100,95,42.04868,"UNITYPOINT HEALTH-MARSHALLTOWN, 3 S 4TH AVE, MARSHALLTOWN, IA","3 s 4th ave, marshalltown, ia 50158, usa",50158
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,Not Available,"$14,582","$14,929","$19,920",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,168,39,"Low (0 - 19,999 patients annually)",0,87,95,42.0568601,"ST ANTHONY REGIONAL HOSPITAL & NURSING HOME, 311 SOUTH CLARK STREET, CARROLL, IA","311 s clark st, carroll, ia 51401, usa",51401
160008,KEOKUK AREA HOSPITAL,Not Available,"$17,101","$14,950","$24,626",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,215,84,"Low (0 - 19,999 patients annually)",0,97,91,40.4075562,"KEOKUK AREA HOSPITAL, 1600 MORGAN STREET, KEOKUK, IA","1600 morgan st, keokuk, ia 52632, usa",52632
160013,TRINITY MUSCATINE,Not Available,"$15,016","$17,514",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,262,84,"Low (0 - 19,999 patients annually)",1,89,100,41.4330997,"TRINITY MUSCATINE, 1518 MULBERRY AVENUE, MUSCATINE, IA","1518 mulberry ave, muscatine, ia 52761, usa",52761
160016,TRINITY REGIONAL MEDICAL CENTER,"$24,606","$16,714","$15,570","$23,289",2 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,218,56,"Low (0 - 19,999 patients annually)",1,96,92,42.4924149,"TRINITY REGIONAL MEDICAL CENTER, 802 KENYON RD, FORT DODGE, IA","802 kenyon rd, fort dodge, ia 50501, usa",50501
160024,IOWA LUTHERAN HOSPITAL,"$21,636","$14,589","$15,274","$19,039",0 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,246,115,"Medium (20,000 - 39,999 patients annually)",1,81,68,41.6019038,"IOWA LUTHERAN HOSPITAL, 700 EAST UNIVERSITY AVENUE, DES MOINES, IA","700 e university ave, des moines, ia 50316, usa",50316
160028,CHI HEALTH MERCY COUNCIL BLUFFS,"$23,688","$16,705","$16,714","$19,557",10 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,2 out of 9,2 out of 10,209,69,"Medium (20,000 - 39,999 patients annually)",0,94,94,41.2688144,"CHI HEALTH MERCY COUNCIL BLUFFS, 800 MERCY DRIVE, COUNCIL BLUFFS, IA","800 mercy dr, council bluffs, ia 51503, usa",51503
160029,MERCY HOSPITAL,"$19,339","$14,451","$15,821","$17,474",3 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,201,94,"Medium (20,000 - 39,999 patients annually)",0,99,99,41.6643059,"MERCY HOSPITAL, 500 E MARKET STREET, IOWA CITY, IA","500 e market st, iowa city, ia 52245, usa",52245
